acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.04967141530112327,0.2324083969394795,-0.14153707420504144,1.0250492850345876,0.11788936801741418,-0.06304419771675226,wave
0.2398281537923889,0.16149177195836836,-0.04206453227653591,1.0019396839887271,0.12803922631841172,0.045893097352738804,wave
0.5554864058140071,0.13230779996940412,-0.03427145165267695,0.8033162319655404,0.15415256215876386,0.10610780985063167,wave
0.847985536244289,0.2611676288840868,-0.0802277269221619,0.741574719813828,0.15269010260174515,0.05162326302755735,wave
0.8317274255330125,0.30309995224959513,-0.016128571166600915,0.5476998156403933,0.031116531602145447,-0.07596849829770068,wave
0.9352541573417426,0.29312801191161986,0.040405085681453845,0.2130924448283959,0.053108748004243866,-0.02421170364331257,wave
1.157407497751427,0.11607824767773615,0.18861859012105303,0.218629028686131,0.125751763360433,0.06334555745933114,wave
1.0516713850971144,0.16907876241487854,0.017457781283183895,-0.17513764186513558,0.12568929754561045,-0.03538347328093904,wave
0.8396518677795048,0.2331263431403564,0.02575503907227644,-0.5816686399611,0.1257523843153024,0.022190971407311424,wave
0.7945340014339122,0.29755451271223593,-0.007444591576616722,-0.6066455293979336,0.29263657453273606,0.03873170267146684,wave
0.4991931319293028,0.152082576215471,-0.19187712152990416,-0.9355562719145725,0.12854452553465837,-0.04634652357890415,wave
0.2685352426665952,0.18143410233361829,-0.002651387544921688,-0.8703472866364235,0.15677828200902996,-0.002976267803090004,wave
0.08826644713731664,0.08936650259939719,0.006023020994102644,-0.8820858348495959,0.14770008817466013,-0.16206336700345364,wave
-0.3824866531671517,0.08037933759193293,0.24632421124852863,-1.0636273888262364,0.1325695625652899,-0.051219382066714496,wave
-0.6063755223688613,0.28125258223941985,-0.019236096478112252,-0.8046312549779869,0.08423653776798272,-0.012628407569658016,wave
-0.7044571482318854,0.33562400285708227,0.03015473423336125,-0.7201678656754849,0.13794846102466338,-0.062389159098242476,wave
-0.9214553666303981,0.19279898784196664,-0.0034711769705243313,-0.489910644122721,0.06135873927312141,0.08162056519658177,wave
-0.9070436887902328,0.30035328978920245,-0.11686780376195322,-0.1556857561559134,0.08815906966299956,-0.07150706889803164,wave
-1.0861815205013192,0.23616360250476343,0.11428228145150206,-0.12056183750796949,0.07573182260854483,-0.02200222433484919,wave
-1.1284121535479794,0.13548802453948758,0.07519330326867742,0.08422627859762943,0.10409370696931614,0.0065370288643045674,wave
-0.7678477461236575,0.2361395605508414,0.0791031947043047,0.31583190015984064,0.21573292833367544,0.07206366445330578,wave
-0.8044091125166835,0.35380365664659696,-0.09093874547947389,0.5419087733621896,0.006636740370412592,-0.07179310755897197,wave
-0.5913577100224239,0.19641739608900485,0.14027943109360994,0.7937034509265459,0.13431300951872568,0.058158187607747984,wave
-0.5177418235007203,0.35646436558140066,-0.1401851062792281,0.961031954827686,0.019364206440517423,0.0005116530509793525,wave
-0.1823154341370249,-0.06197451040897445,0.05868570938002703,1.019459093756248,0.07640340671052834,-0.04907543255239755,wave
0.13896942065549187,0.2821902504375224,0.21904556258099786,1.0745083387268486,0.15444752984836832,0.02310517371316354,wave
0.260167647137143,0.20870470682381714,-0.09905363251306884,0.9282169465338128,0.10321400095477315,0.009952984778673502,wave
0.6356803323257822,0.17009926495341327,-0.05662977296027719,0.946767029583689,0.0461127611035347,-0.030010843857939735,wave
0.721767613476149,0.20917607765355023,0.009965136508764122,0.5970241185349381,0.06423481453700158,0.003490104249500946,wave
0.8852432480364846,0.00124310853991072,-0.05034756541161992,0.676800259781356,0.1339798874467338,-0.01926567984308801,wave
0.9270111221915104,0.1780328112162488,-0.15506634310661327,0.2221666298098804,0.06348166841414317,0.005675867262562403,wave
1.180606931400092,0.23571125715117466,0.006856297480602733,-0.18173878154930934,0.11082292947909875,0.03310653372605234,wave
0.9371186995759673,0.34778940447415163,-0.10623037137261049,-0.45245430422741806,0.1022785919951907,0.07930084080726761,wave
0.7144011617013659,0.14817297817263528,0.04735924306351816,-0.523869418597851,0.06741998261970915,-0.06189077494134246,wave
0.7304828865181081,0.11915063971068124,-0.09194242342338033,-0.7837922369017188,0.2071972044662663,0.10665166873281334,wave
0.3117993741204562,0.14982429564154637,0.15499344050175395,-0.8295688184932097,0.13169595111590057,-0.0976043899761251,wave
0.2120449882018492,0.29154021177020745,-0.07832532923362372,-0.9342353945337106,-0.0012571293328803579,-0.007589254751779167,wave
-0.26003723236868986,0.23287511096596847,-0.03220615162056756,-1.0052282840160236,0.10932271573847138,0.029415860324228826,wave
-0.4479268229134622,0.14702397962329614,0.08135172173696698,-1.0337351188175097,0.0669106767615806,0.014049593386751633,wave
-0.5258487776236356,0.25132674331133564,-0.12308643164339553,-0.9895728273604276,0.1426216667398112,-0.03113497599102969,wave
-0.6664313390757732,0.20970775493480404,0.022745993460412943,-0.7169523854680203,0.06037396307836497,-0.010406112517863761,wave
-0.8694624782540025,0.29686449905328893,0.13071427542824282,-0.37689841080848907,0.09426317792665506,-0.024650046732941643,wave
-0.9864927404206476,0.12979469061226478,-0.16074832345612278,-0.2011115595432944,0.12524936394902286,-0.029468237847210577,wave
